timestamp,Battery Soc-%,Battery (Dis)Charge-kWh
2024-08-01T00:00:00,0.0,0.0
2024-08-01T01:00:00,0.0,0.0
2024-08-01T02:00:00,0.0,0.0
2024-08-01T03:00:00,0.0,0.0
2024-08-01T04:00:00,0.0,0.0
2024-08-01T05:00:00,0.0,0.0
2024-08-01T06:00:00,0.0,0.0
2024-08-01T07:00:00,0.0,0.0
2024-08-01T08:00:00,0.0,0.0
2024-08-01T09:00:00,0.0,0.0
2024-08-01T10:00:00,0.0,0.0
2024-08-01T11:00:00,0.0750089,0.53097343
2024-08-01T12:00:00,0.0750089,0.0
2024-08-01T13:00:00,0.28345653,1.4536664
2024-08-01T14:00:00,0.41462168,0.92257
2024-08-01T15:00:00,0.7255924,2.1464212
2024-08-01T16:00:00,0.74752307,0.1562088
2024-08-01T17:00:00,0.7497434,0.015852356
2024-08-01T18:00:00,0.7497434,0.0
2024-08-01T19:00:00,0.45316014,-1.75
2024-08-01T20:00:00,0.4496351,-0.020224877
2024-08-01T21:00:00,0.4496351,0.0
2024-08-01T22:00:00,0.4496351,0.0
2024-08-01T23:00:00,0.4496351,0.0
2024-08-02T00:00:00,0.4496351,0.0
2024-08-02T01:00:00,0.4496351,0.0
2024-08-02T02:00:00,0.4496351,0.0
2024-08-02T03:00:00,0.4496351,0.0
2024-08-02T04:00:00,0.4496351,0.0
2024-08-02T05:00:00,0.4496351,0.0
2024-08-02T06:00:00,0.4496351,0.0
2024-08-02T07:00:00,0.4496351,0.0
2024-08-02T08:00:00,0.4496351,0.0
2024-08-02T09:00:00,0.4496351,0.0
2024-08-02T10:00:00,0.4496351,0.0
2024-08-02T11:00:00,0.5503259,0.71067315
2024-08-02T12:00:00,0.62157536,0.50458026
2024-08-02T13:00:00,0.7382392,0.8219177
2024-08-02T14:00:00,0.74879223,0.07526894
2024-08-02T15:00:00,0.7498748,0.0077297213
2024-08-02T16:00:00,0.7498748,0.0
2024-08-02T17:00:00,0.7498748,0.0
2024-08-02T18:00:00,0.7498748,0.0
2024-08-02T19:00:00,0.7498748,0.0
2024-08-02T20:00:00,0.4532915,-1.75
2024-08-02T21:00:00,0.44961998,-0.021065637
2024-08-02T22:00:00,0.44961998,0.0
2024-08-02T23:00:00,0.44961998,0.0
2024-08-03T00:00:00,0.44961998,0.0
2024-08-03T01:00:00,0.44961998,0.0
2024-08-03T02:00:00,0.44961998,0.0
2024-08-03T03:00:00,0.44961998,0.0
2024-08-03T04:00:00,0.44961998,0.0
2024-08-03T05:00:00,0.44961998,0.0
2024-08-03T06:00:00,0.44961998,0.0
2024-08-03T07:00:00,0.44961998,0.0
2024-08-03T08:00:00,0.44961998,0.0
2024-08-03T09:00:00,0.44961998,0.0
2024-08-03T10:00:00,0.44961998,0.0
2024-08-03T11:00:00,0.52348185,0.52292323
2024-08-03T12:00:00,0.61480683,0.64526004
2024-08-03T13:00:00,0.73770607,0.8652363
2024-08-03T14:00:00,0.7487381,0.078681186
