timestamp,Battery Soc-%,Battery (Dis)Charge-kWh
2024-08-01T00:00:00,0.0,0.0
2024-08-01T01:00:00,0.0,0.0
2024-08-01T02:00:00,0.0,0.0
2024-08-01T03:00:00,0.0,0.0
2024-08-01T04:00:00,0.0,0.0
2024-08-01T05:00:00,0.0,0.0
2024-08-01T06:00:00,0.0,0.0
2024-08-01T07:00:00,0.0,0.0
2024-08-01T08:00:00,0.0,0.0
2024-08-01T09:00:00,0.0,0.0
2024-08-01T10:00:00,0.0,0.0
2024-08-01T11:00:00,0.0750089,0.53097343
2024-08-01T12:00:00,0.0750089,0.0
2024-08-01T13:00:00,0.28345653,1.4536664
2024-08-01T14:00:00,0.41462168,0.92257
2024-08-01T15:00:00,0.7255924,2.1464212
2024-08-01T16:00:00,0.74752307,0.1562088
2024-08-01T17:00:00,0.7497434,0.015852356
2024-08-01T18:00:00,0.7497434,0.0
2024-08-01T19:00:00,0.7497434,0.0
2024-08-01T20:00:00,0.7497434,0.0
2024-08-01T21:00:00,0.48493296,-1.5579333
2024-08-01T22:00:00,0.44609806,-0.22357093
2024-08-01T23:00:00,0.44609806,0.0
2024-08-02T00:00:00,0.44609806,0.0
2024-08-02T01:00:00,0.44609806,0.0
2024-08-02T02:00:00,0.44609806,0.0
2024-08-02T03:00:00,0.44609806,0.0
2024-08-02T04:00:00,0.44609806,0.0
2024-08-02T05:00:00,0.44609806,0.0
2024-08-02T06:00:00,0.44609806,0.0
2024-08-02T07:00:00,0.44609806,0.0
2024-08-02T08:00:00,0.44609806,0.0
2024-08-02T09:00:00,0.44609806,0.0
2024-08-02T10:00:00,0.44609806,0.0
2024-08-02T11:00:00,0.5467888,0.71067315
2024-08-02T12:00:00,0.6180383,0.50458026
2024-08-02T13:00:00,0.73795956,0.8445549
2024-08-02T14:00:00,0.74876386,0.07705879
2024-08-02T15:00:00,0.7498718,0.0079113
2024-08-02T16:00:00,0.7498718,0.0
2024-08-02T17:00:00,0.7498718,0.0
2024-08-02T18:00:00,0.7498718,0.0
2024-08-02T19:00:00,0.7498718,0.0
2024-08-02T20:00:00,0.7498718,0.0
2024-08-02T21:00:00,0.7498718,0.0
2024-08-02T22:00:00,0.61674064,-0.7734
2024-08-02T23:00:00,0.43391994,-1.0671401
2024-08-03T00:00:00,0.43391994,0.0
2024-08-03T01:00:00,0.43391994,0.0
2024-08-03T02:00:00,0.43391994,0.0
2024-08-03T03:00:00,0.43391994,0.0
2024-08-03T04:00:00,0.43391994,0.0
2024-08-03T05:00:00,0.43391994,0.0
2024-08-03T06:00:00,0.43391994,0.0
2024-08-03T07:00:00,0.43391994,0.0
2024-08-03T08:00:00,0.43391994,0.0
2024-08-03T09:00:00,0.43391994,0.0
2024-08-03T10:00:00,0.43391994,0.0
2024-08-03T11:00:00,0.5077818,0.52292323
2024-08-03T12:00:00,0.5991068,0.64526004
2024-08-03T13:00:00,0.7320328,0.9347701
2024-08-03T14:00:00,0.74816555,0.114990234
